title,link,year,month
"AIDS project covers Rs 50k cane cutters","http://timesofindia.indiatimes.com//city/kolhapur/AIDS-project-covers-Rs-50k-cane-cutters/articleshow/31559503.cms",2014,3
"'Women empowerment will boost AIDS awareness'","http://timesofindia.indiatimes.com//city/guwahati/Women-empowerment-will-boost-AIDS-awareness/articleshow/31699863.cms",2014,3
"Hepatitis-C virus, not HIV, bigger epidemic in northeast","http://timesofindia.indiatimes.com//city/guwahati/Hepatitis-C-virus-not-HIV-bigger-epidemic-in-northeast/articleshow/31824861.cms",2014,3
"Kolhapur zilla parishad moots keeping track of HIV+ cane cutters","http://timesofindia.indiatimes.com//city/kolhapur/Kolhapur-zilla-parishad-moots-keeping-track-of-HIV-cane-cutters/articleshow/31863866.cms",2014,3
"HIV patients stage protest against drug scarcity","http://timesofindia.indiatimes.com//city/mumbai/HIV-patients-stage-protest-against-drug-scarcity/articleshow/31931480.cms",2014,3
"Can�t come to JJ every week for free drugs: HIV+ patients","http://timesofindia.indiatimes.com//city/mumbai/Cant-come-to-JJ-every-week-for-free-drugs-HIV-patients/articleshow/31976379.cms",2014,3
"Mystery shrouds boy's HIV infection","http://timesofindia.indiatimes.com//city/coimbatore/Mystery-shrouds-boys-HIV-infection/articleshow/32041099.cms",2014,3
"Rare woman-to-woman HIV case","http://timesofindia.indiatimes.com//world/us/Rare-woman-to-woman-HIV-case/articleshow/32044286.cms",2014,3
"Most hospitals refuse to treat HIV patients","http://timesofindia.indiatimes.com//city/coimbatore/Most-hospitals-refuse-to-treat-HIV-patients/articleshow/32099402.cms",2014,3
"New untouchables: People with HIV","http://timesofindia.indiatimes.com//city/patna/New-untouchables-People-with-HIV/articleshow/32378697.cms",2014,3
"HIV positive and happily married","http://timesofindia.indiatimes.com//city/goa/HIV-positive-and-happily-married/articleshow/32380521.cms",2014,3
"NGO conducts wellness drive for HIV+ kids","http://timesofindia.indiatimes.com//city/kolhapur/NGO-conducts-wellness-drive-for-HIV-kids/articleshow/32439971.cms",2014,3
"HIV+ patients to get 3rd-line treatment at JJ hospital soon","http://timesofindia.indiatimes.com//city/mumbai/HIV-patients-to-get-3rd-line-treatment-at-JJ-hospital-soon/articleshow/32520970.cms",2014,3
"Good bacteria that protects against HIV identified","http://timesofindia.indiatimes.com//home/science/Good-bacteria-that-protects-against-HIV-identified/articleshow/32958699.cms",2014,3
"Good bacteria that protects against HIV identified","http://timesofindia.indiatimes.com//home/science/Good-bacteria-that-protects-against-HIV-identified/articleshow/33026260.cms",2014,3
"Govt to continue focusing on AIDS prevention","http://timesofindia.indiatimes.com//india/Govt-to-continue-focusing-on-AIDS-prevention/articleshow/33029881.cms",2014,3
"A lab staffer arrested in false HIV +ve report","http://timesofindia.indiatimes.com//city/mumbai/A-lab-staffer-arrested-in-false-HIV-ve-report/articleshow/33342889.cms",2014,4
"Lab staffer held over false HIV+ report","http://timesofindia.indiatimes.com//city/mumbai/Lab-staffer-held-over-false-HIV-report/articleshow/33349837.cms",2014,4
"Now, Britons can buy HIV testing kits over the counter","http://timesofindia.indiatimes.com//home/science/Now-Britons-can-buy-HIV-testing-kits-over-the-counter/articleshow/33364395.cms",2014,4
"HC informed about increase in HIV cases","http://timesofindia.indiatimes.com//city/patna/HC-informed-about-increase-in-HIV-cases/articleshow/33407659.cms",2014,4
"Patna high court informed about increase in HIV cases","http://timesofindia.indiatimes.com//city/patna/Patna-high-court-informed-about-increase-in-HIV-cases/articleshow/33464452.cms",2014,4
"No leniency, HIV patient gets 7-year jail for robbery","http://timesofindia.indiatimes.com//city/delhi/No-leniency-HIV-patient-gets-7-year-jail-for-robbery/articleshow/33712219.cms",2014,4
"HIV, kids no reason to cut sentence: HC","http://timesofindia.indiatimes.com//city/nagpur/HIV-kids-no-reason-to-cut-sentence-HC/articleshow/33875059.cms",2014,4
"Partially blind HIV positive woman faces bleak future","http://timesofindia.indiatimes.com//city/chandigarh/Partially-blind-HIV-positive-woman-faces-bleak-future/articleshow/34130459.cms",2014,4
"HIV slowly adapting to humans: Scientists","http://timesofindia.indiatimes.com//home/science/HIV-slowly-adapting-to-humans-Scientists/articleshow/34289520.cms",2014,4
"Spotlight on harm-reduction in battle against HIV","http://timesofindia.indiatimes.com//city/guwahati/Spotlight-on-harm-reduction-in-battle-against-HIV/articleshow/34369963.cms",2014,4
"Junagadh HIV case: CBI submits status report to HC","http://timesofindia.indiatimes.com//city/vadodara/Junagadh-HIV-case-CBI-submits-status-report-to-HC/articleshow/34372974.cms",2014,4
"Programme aids vendors in registration","http://timesofindia.indiatimes.com//city/delhi/Programme-aids-vendors-in-registration/articleshow/34393365.cms",2014,4
"Hospitals insist on HIV test before surgery","http://timesofindia.indiatimes.com//city/trichy/Hospitals-insist-on-HIV-test-before-surgery/articleshow/34444283.cms",2014,5
"State breaks HIV taboo, queues up for tests","http://timesofindia.indiatimes.com//city/bhopal/State-breaks-HIV-taboo-queues-up-for-tests/articleshow/34765271.cms",2014,5
"Bangalore startup aids thalassemia care across borders","http://timesofindia.indiatimes.com//city/bengaluru/Bangalore-startup-aids-thalassemia-care-across-borders/articleshow/34794995.cms",2014,5
"NGOs demand increase in HIV tests during pregnancy","http://timesofindia.indiatimes.com//city/jaipur/NGOs-demand-increase-in-HIV-tests-during-pregnancy/articleshow/34795265.cms",2014,5
"Dosage of key drug for HIV+ too low to counter TB, reveals study","http://timesofindia.indiatimes.com//city/chennai/Dosage-of-key-drug-for-HIV-too-low-to-counter-TB-reveals-study/articleshow/35175799.cms",2014,5
"Soon, get HIV tests done at UK supermart","http://timesofindia.indiatimes.com//world/uk/Soon-get-HIV-tests-done-at-UK-supermart/articleshow/35180883.cms",2014,5
"Candlelight rally held to raise awareness about AIDS","http://timesofindia.indiatimes.com//city/visakhapatnam/Candlelight-rally-held-to-raise-awareness-about-AIDS/articleshow/35319505.cms",2014,5
"New neural pathway in eyes that aids in vision identified","http://timesofindia.indiatimes.com//home/science/New-neural-pathway-in-eyes-that-aids-in-vision-identified/articleshow/35510164.cms",2014,5
"New regimen to reduce HIV risk to infants","http://timesofindia.indiatimes.com//city/jaipur/New-regimen-to-reduce-HIV-risk-to-infants/articleshow/35624311.cms",2014,5
"Corporate-NGO partnership for HIV programme stressed","http://timesofindia.indiatimes.com//city/hyderabad/Corporate-NGO-partnership-for-HIV-programme-stressed/articleshow/35798968.cms",2014,5
"Family abandons woman after she tested HIV positive","http://timesofindia.indiatimes.com//city/jaipur/Family-abandons-woman-after-she-tested-HIV-positive/articleshow/35861108.cms",2014,6
"Strike hits HIV counselling, testing work","http://timesofindia.indiatimes.com//city/pune/Strike-hits-HIV-counselling-testing-work/articleshow/36014529.cms",2014,6
"Submit report on action taken against lab in false HIV case, says Maharashtra legislative council chairman","http://timesofindia.indiatimes.com//city/mumbai/Submit-report-on-action-taken-against-lab-in-false-HIV-case-says-Maharashtra-legislative-council-chairman/articleshow/36221922.cms",2014,6
"Number of HIV cases among expectant mothers decline","http://timesofindia.indiatimes.com//city/aurangabad/Number-of-HIV-cases-among-expectant-mothers-decline/articleshow/36266502.cms",2014,6
"HIV positive man who killed fellow patient held","http://timesofindia.indiatimes.com//city/mumbai/HIV-positive-man-who-killed-fellow-patient-held/articleshow/36363511.cms",2014,6
"AIDS control officials worried about 'lost' sex workers in Kolhapur","http://timesofindia.indiatimes.com//city/kolhapur/AIDS-control-officials-worried-about-lost-sex-workers-in-Kolhapur/articleshow/36411090.cms",2014,6
"HIV rapist's death sentence commuted","http://timesofindia.indiatimes.com//city/pune/HIV-rapists-death-sentence-commuted/articleshow/36781424.cms",2014,6
"Parents object to HIV+ kids joining Sulcorna school","http://timesofindia.indiatimes.com//city/goa/Parents-object-to-HIV-kids-joining-Sulcorna-school/articleshow/36907297.cms",2014,6
"'Decision not to admit HIV+ students painful'","http://timesofindia.indiatimes.com//city/goa/Decision-not-to-admit-HIV-students-painful/articleshow/37063846.cms",2014,6
"Child rights panel to probe HIV+ kids' admission issue","http://timesofindia.indiatimes.com//city/goa/Child-rights-panel-to-probe-HIV-kids-admission-issue/articleshow/37103929.cms",2014,6
"Team to meet stakeholders in HIV+ kids' admission issue","http://timesofindia.indiatimes.com//city/goa/Team-to-meet-stakeholders-in-HIV-kids-admission-issue/articleshow/37139879.cms",2014,6
"Don't wear a condom, wear values to fight AIDS: Harsh Vardhan","http://timesofindia.indiatimes.com//india/Dont-wear-a-condom-wear-values-to-fight-AIDS-Harsh-Vardhan/articleshow/37169997.cms",2014,6
"'Denying HIV positive kids education violates SC notice'","http://timesofindia.indiatimes.com//city/goa/Denying-HIV-positive-kids-education-violates-SC-notice/articleshow/38101925.cms",2014,7
"Massive blow: 'Miracle girl' cured of HIV as a baby is suffering from virus again","http://timesofindia.indiatimes.com//home/science/Massive-blow-Miracle-girl-cured-of-HIV-as-a-baby-is-suffering-from-virus-again/articleshow/38209433.cms",2014,7
"HIV stigma: strategic long-term plan vital","http://timesofindia.indiatimes.com//city/goa/HIV-stigma-strategic-long-term-plan-vital/articleshow/38336890.cms",2014,7
"Volleyball to hit HIV among truckers","http://timesofindia.indiatimes.com//city/chandigarh/Volleyball-to-hit-HIV-among-truckers/articleshow/38459142.cms",2014,7
"Tamil Nadu State AIDS Control Society employees rue delay in payment of arrears","http://timesofindia.indiatimes.com//city/trichy/Tamil-Nadu-State-AIDS-Control-Society-employees-rue-delay-in-payment-of-arrears/articleshow/38584599.cms",2014,7
"UN body, 7 companies in pact for HIV drugs","http://timesofindia.indiatimes.com//business/india-business/UN-body-7-companies-in-pact-for-HIV-drugs/articleshow/38634186.cms",2014,7
"Subramanian Swamy in dock over Facebook post on HIV positive students","http://timesofindia.indiatimes.com//india/Subramanian-Swamy-in-dock-over-Facebook-post-on-HIV-positive-students/articleshow/38634938.cms",2014,7
"Kick-and-kill strategy boosts HIV cure effort","http://timesofindia.indiatimes.com//home/science/Kick-and-kill-strategy-boosts-HIV-cure-effort/articleshow/38894849.cms",2014,7
"Faulty CD4 count machines impede HIV treatment","http://timesofindia.indiatimes.com//city/guwahati/Faulty-CD4-count-machines-impede-HIV-treatment/articleshow/38963389.cms",2014,7
"Needle prick triggers HIV panic in Jharkhand","http://timesofindia.indiatimes.com//city/ranchi/Needle-prick-triggers-HIV-panic-in-Jharkhand/articleshow/39016637.cms",2014,7
"Needle prick triggers HIV panic in Jharkhand","http://timesofindia.indiatimes.com//city/ranchi/Needle-prick-triggers-HIV-panic-in-Jharkhand/articleshow/39039491.cms",2014,7
"HIV model can beat hepatitis","http://timesofindia.indiatimes.com//city/delhi/HIV-model-can-beat-hepatitis/articleshow/39185553.cms",2014,7
"Goa education minister says HIV+ kids' admissions issue resolved","http://timesofindia.indiatimes.com//city/goa/Goa-education-minister-says-HIV-kids-admissions-issue-resolved/articleshow/39318667.cms",2014,7
"AIDS scare grips village after murder","http://timesofindia.indiatimes.com//city/chandigarh/AIDS-scare-grips-village-after-murder/articleshow/39447124.cms",2014,8
"Orphaned & homeless, HIV girls find healer in businessman","http://timesofindia.indiatimes.com//city/surat/Orphaned-homeless-HIV-girls-find-healer-in-businessman/articleshow/39587138.cms",2014,8
"Man who helped techie aids cops in sketching suspects","http://timesofindia.indiatimes.com//city/thane/Man-who-helped-techie-aids-cops-in-sketching-suspects/articleshow/39798693.cms",2014,8
"HIV positive patients made to run in circles","http://timesofindia.indiatimes.com//city/patna/HIV-positive-patients-made-to-run-in-circles/articleshow/39905748.cms",2014,8
"PMCH lab report declares HIV positive case as negative","http://timesofindia.indiatimes.com//city/patna/PMCH-lab-report-declares-HIV-positive-case-as-negative/articleshow/39905784.cms",2014,8
"26 migrants test HIV positive in Kolhapur","http://timesofindia.indiatimes.com//city/kolhapur/26-migrants-test-HIV-positive-in-Kolhapur/articleshow/39906384.cms",2014,8
"Don't fear AIDS, bigger dangers lurking around: Falleiro","http://timesofindia.indiatimes.com//city/goa/Dont-fear-AIDS-bigger-dangers-lurking-around-Falleiro/articleshow/39908890.cms",2014,8
"Be vigilant, not ignorant about HIV or AIDS: Goa chief minister","http://timesofindia.indiatimes.com//city/goa/Be-vigilant-not-ignorant-about-HIV-or-AIDS-Goa-chief-minister/articleshow/39934580.cms",2014,8
"Outcast by society, HIV+ positive women tie rakhis on Panjab University students","http://timesofindia.indiatimes.com//city/chandigarh/Outcast-by-society-HIV-positive-women-tie-rakhis-on-Panjab-University-students/articleshow/39971611.cms",2014,8
"Shortage of first-line HIV medicines hits 5,000 patients","http://timesofindia.indiatimes.com//city/mumbai/Shortage-of-first-line-HIV-medicines-hits-5000-patients/articleshow/40019692.cms",2014,8
"Parsekar: 1% of Goa's population HIV+","http://timesofindia.indiatimes.com//city/goa/Parsekar-1-of-Goas-population-HIV/articleshow/40073361.cms",2014,8
"Merger of AIDS control dept opposed","http://timesofindia.indiatimes.com//city/surat/Merger-of-AIDS-control-dept-opposed/articleshow/40306210.cms",2014,8
"Trangender HIV deaths rise despite drop in TN fatalities","http://timesofindia.indiatimes.com//city/chennai/Trangender-HIV-deaths-rise-despite-drop-in-TN-fatalities/articleshow/40312517.cms",2014,8
"Doctor who misinformed Rivona locals about HIV gets medico panel breather","http://timesofindia.indiatimes.com//city/goa/Doctor-who-misinformed-Rivona-locals-about-HIV-gets-medico-panel-breather/articleshow/40320267.cms",2014,8
"CM visits Rivona centre, eats with HIV+ kids","http://timesofindia.indiatimes.com//city/goa/CM-visits-Rivona-centre-eats-with-HIV-kids/articleshow/40320332.cms",2014,8
"Dissolvable 'tampon' to protect against HIV","http://timesofindia.indiatimes.com//city/ahmedabad/Dissolvable-tampon-to-protect-against-HIV/articleshow/40354234.cms",2014,8
"Mobile theatre starts with play on AIDS","http://timesofindia.indiatimes.com//city/guwahati/Mobile-theatre-starts-with-play-on-AIDS/articleshow/40349324.cms",2014,8
"Andhra Pradesh has highest No. of pregnant HIV women ","http://timesofindia.indiatimes.com//city/hyderabad/Andhra-Pradesh-has-highest-No-of-pregnant-HIV-women/articleshow/40384478.cms",2014,8
"Andhra Pradesh has highest No. of pregnant HIV women","http://timesofindia.indiatimes.com//india/Andhra-Pradesh-has-highest-No-of-pregnant-HIV-women/articleshow/40384410.cms",2014,8
"National AIDS Control Society conducts surprise inspection at MY Hospital ART Centre","http://timesofindia.indiatimes.com//city/indore/National-AIDS-Control-Society-conducts-surprise-inspection-at-MY-Hospital-ART-Centre/articleshow/40481146.cms",2014,8
"AIDS department's merger with health min worries social workers","http://timesofindia.indiatimes.com//city/coimbatore/AIDS-departments-merger-with-health-min-worries-social-workers/articleshow/40541482.cms",2014,8
"Chhattisgarh fails to start HIV screening of pregnant women","http://timesofindia.indiatimes.com//city/raipur/Chhattisgarh-fails-to-start-HIV-screening-of-pregnant-women/articleshow/40549910.cms",2014,8
"�420 Mizo AIDS patients died in last decade�","http://timesofindia.indiatimes.com//city/guwahati/420-Mizo-AIDS-patients-died-in-last-decade/articleshow/40712565.cms",2014,8
"Faulty HIV test on pregnant woman at Civil Hospital","http://timesofindia.indiatimes.com//city/gurgaon/Faulty-HIV-test-on-pregnant-woman-at-Civil-Hospital/articleshow/40881414.cms",2014,8
"Stock-out hits HIV treatment across India","http://timesofindia.indiatimes.com//india/Stock-out-hits-HIV-treatment-across-India/articleshow/40886596.cms",2014,8
"Proteins that inhibit HIV, Ebola release identified","http://timesofindia.indiatimes.com//home/science/Proteins-that-inhibit-HIV-Ebola-release-identified/articleshow/40911485.cms",2014,8
"HIV+ dalit couple harassed for 2 years","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-dalit-couple-harassed-for-2-years/articleshow/40977763.cms",2014,8
"HIV positive men: District reports marginal increase","http://timesofindia.indiatimes.com//city/kochi/HIV-positive-men-District-reports-marginal-increase/articleshow/41028481.cms",2014,8
"Nursing students take part in AIDS workshop","http://timesofindia.indiatimes.com//city/chandigarh/Nursing-students-take-part-in-AIDS-workshop/articleshow/41555836.cms",2014,9
"HIV+ couple thrown out of locality","http://timesofindia.indiatimes.com//city/kolkata/HIV-couple-thrown-out-of-locality/articleshow/41895832.cms",2014,9
"HIV+ couple yet to come out of trauma","http://timesofindia.indiatimes.com//city/kolkata/HIV-couple-yet-to-come-out-of-trauma/articleshow/41971560.cms",2014,9
"NGOs working for AIDS control facing funds crunch","http://timesofindia.indiatimes.com//city/nagpur/NGOs-working-for-AIDS-control-facing-funds-crunch/articleshow/41974438.cms",2014,9
"Conclave on HIV concludes at Kohima","http://timesofindia.indiatimes.com//city/guwahati/Conclave-on-HIV-concludes-at-Kohima/articleshow/41963917.cms",2014,9
"Pitch darkness at railway station aids thief snatch gold chain","http://timesofindia.indiatimes.com//city/trichy/Pitch-darkness-at-railway-station-aids-thief-snatch-gold-chain/articleshow/42003924.cms",2014,9
"HIV+ man penalized for wife's suicide","http://timesofindia.indiatimes.com//city/rajkot/HIV-man-penalized-for-wifes-suicide/articleshow/42393522.cms",2014,9
"Drug preventing HIV transmission from mother-to-baby goes out of stock","http://timesofindia.indiatimes.com//city/chandigarh/Drug-preventing-HIV-transmission-from-mother-to-baby-goes-out-of-stock/articleshow/42394018.cms",2014,9
"School trauma for HIV couple�s daughter","http://timesofindia.indiatimes.com//city/kolkata/School-trauma-for-HIV-couples-daughter/articleshow/42473660.cms",2014,9
"Bizarre penalty revoked, HIV+ man gets his money back","http://timesofindia.indiatimes.com//city/rajkot/Bizarre-penalty-revoked-HIV-man-gets-his-money-back/articleshow/42710563.cms",2014,9
"ART clinics in state run out of HIV drug","http://timesofindia.indiatimes.com//city/raipur/ART-clinics-in-state-run-out-of-HIV-drug/articleshow/42951279.cms",2014,9
"Decline in HIV prevalence among sex workers in state","http://timesofindia.indiatimes.com//city/jaipur/Decline-in-HIV-prevalence-among-sex-workers-in-state/articleshow/43134794.cms",2014,9
"Government curbs power of regulator to cap HIV, cancer drug prices","http://timesofindia.indiatimes.com//business/india-business/Government-curbs-power-of-regulator-to-cap-HIV-cancer-drug-prices/articleshow/43276718.cms",2014,9
"Hospital brings Puja cheer for 100 HIV kids","http://timesofindia.indiatimes.com//city/kolkata/Hospital-brings-Puja-cheer-for-100-HIV-kids/articleshow/43562727.cms",2014,9
"15 years on, hospital to pay Rs 50K for injecting HIV blood into boy","http://timesofindia.indiatimes.com//city/chennai/15-years-on-hospital-to-pay-Rs-50K-for-injecting-HIV-blood-into-boy/articleshow/43567054.cms",2014,9
"Encouraged by declining HIV cases, GSACS steps up efforts","http://timesofindia.indiatimes.com//city/goa/Encouraged-by-declining-HIV-cases-GSACS-steps-up-efforts/articleshow/44022981.cms",2014,10
"ART drugs shortage bane for HIV +ve people in NE","http://timesofindia.indiatimes.com//city/guwahati/ART-drugs-shortage-bane-for-HIV-ve-people-in-NE/articleshow/44427207.cms",2014,10
"ASRO nuns shower love on HIV positive kids","http://timesofindia.indiatimes.com//city/goa/ASRO-nuns-shower-love-on-HIV-positive-kids/articleshow/44528023.cms",2014,10
"Former MLA Ganpat Gaikwad's aids booked for assaulting NCP workers","http://timesofindia.indiatimes.com//city/mumbai/Former-MLA-Ganpat-Gaikwads-aids-booked-for-assaulting-NCP-workers/articleshow/44814169.cms",2014,10
"HIV relief for only 52 orphans, destitute kids","http://timesofindia.indiatimes.com//city/delhi/HIV-relief-for-only-52-orphans-destitute-kids/articleshow/44819643.cms",2014,10
"HIV through blood transfusion at Junagadh hospital: Parents object to CBI�s closure report","http://timesofindia.indiatimes.com//city/ahmedabad/HIV-through-blood-transfusion-at-Junagadh-hospital-Parents-object-to-CBIs-closure-report/articleshow/44894366.cms",2014,10
"NKP Plus brings joy to the kids living with HIV","http://timesofindia.indiatimes.com//city/kolhapur/NKP-Plus-brings-joy-to-the-kids-living-with-HIV/articleshow/44913572.cms",2014,10
"Para-cyclist Aditya Mehta aids three para-athletes","http://timesofindia.indiatimes.com//sports/more-sports/others/Para-cyclist-Aditya-Mehta-aids-three-para-athletes/articleshow/44934271.cms",2014,10
"HIV+ man acquitted of sodomizing boy","http://timesofindia.indiatimes.com//city/delhi/HIV-man-acquitted-of-sodomizing-boy/articleshow/44942824.cms",2014,10
"New study highlights DR-TB burden in people living with HIV, level of primary transmission alarming","http://timesofindia.indiatimes.com//home/science/New-study-highlights-DR-TB-burden-in-people-living-with-HIV-level-of-primary-transmission-alarming/articleshow/44949504.cms",2014,10
"Gays complain of HIV prevention overdose","http://timesofindia.indiatimes.com//city/chennai/Gays-complain-of-HIV-prevention-overdose/articleshow/44953538.cms",2014,10
"HIV is a war, not a punishment,say experts","http://timesofindia.indiatimes.com//city/kanpur/HIV-is-a-war-not-a-punishmentsay-experts/articleshow/44962982.cms",2014,10
"AIDS conference ends at PGI","http://timesofindia.indiatimes.com//city/chandigarh/AIDS-conference-ends-at-PGI/articleshow/45016949.cms",2014,11
"Children with special needs to get aids","http://timesofindia.indiatimes.com//city/delhi/Children-with-special-needs-to-get-aids/articleshow/45017374.cms",2014,11
"Blood banks in MP ill-equipped to detect HIV among donors","http://timesofindia.indiatimes.com//city/indore/Blood-banks-in-MP-ill-equipped-to-detect-HIV-among-donors/articleshow/45035781.cms",2014,11
"Blood banks in Madhya Pradesh ill-equipped to detect HIV among donors","http://timesofindia.indiatimes.com//city/indore/Blood-banks-in-Madhya-Pradesh-ill-equipped-to-detect-HIV-among-donors/articleshow/45042346.cms",2014,11
"'Editing' blood stem cells to fight HIV?","http://timesofindia.indiatimes.com//home/science/Editing-blood-stem-cells-to-fight-HIV/articleshow/45077033.cms",2014,11
"Chhattisgarh HIV patient denied treatment in private, government hospitals","http://timesofindia.indiatimes.com//city/raipur/Chhattisgarh-HIV-patient-denied-treatment-in-private-government-hospitals/articleshow/45089335.cms",2014,11
"34 million fake condoms seized in China amid scare of AIDS","http://timesofindia.indiatimes.com//world/china/34-million-fake-condoms-seized-in-China-amid-scare-of-AIDS/articleshow/45090834.cms",2014,11
"Street plays spread AIDS awareness in city","http://timesofindia.indiatimes.com//city/lucknow/Street-plays-spread-AIDS-awareness-in-city/articleshow/45091704.cms",2014,11
"State hospitals deny dialysis to HIV patient","http://timesofindia.indiatimes.com//city/raipur/State-hospitals-deny-dialysis-to-HIV-patient/articleshow/45091991.cms",2014,11
"Transgender appointed nodal officer of Chhattisgarh AIDS society","http://timesofindia.indiatimes.com//city/raipur/Transgender-appointed-nodal-officer-of-Chhattisgarh-AIDS-society/articleshow/45099603.cms",2014,11
"Raipur hospitals deny dialysis to HIV patient","http://timesofindia.indiatimes.com//city/raipur/Raipur-hospitals-deny-dialysis-to-HIV-patient/articleshow/45105610.cms",2014,11
"HIV+ man bites 8-year-old niece after failed rape bid","http://timesofindia.indiatimes.com//city/mumbai/HIV-man-bites-8-year-old-niece-after-failed-rape-bid/articleshow/45116259.cms",2014,11
"Cow's milk can deliver AIDS drug to infants","http://timesofindia.indiatimes.com//home/science/Cows-milk-can-deliver-AIDS-drug-to-infants/articleshow/45122943.cms",2014,11
"Biggest recall in UK medical history as 22,000 dental patients face tests for HIV","http://timesofindia.indiatimes.com//world/uk/Biggest-recall-in-UK-medical-history-as-22000-dental-patients-face-tests-for-HIV/articleshow/45123615.cms",2014,11
"Rupees 1.5 lakh sought for AIDS awareness","http://timesofindia.indiatimes.com//city/kolhapur/Rupees-1-5-lakh-sought-for-AIDS-awareness/articleshow/45153890.cms",2014,11
"4,600 people suffering from AIDS in city: Expert","http://timesofindia.indiatimes.com//city/kanpur/4600-people-suffering-from-AIDS-in-city-Expert/articleshow/45161815.cms",2014,11
"HIV love in time of Ebola","http://timesofindia.indiatimes.com//city/surat/HIV-love-in-time-of-Ebola/articleshow/45164230.cms",2014,11
"Out of the (condom) box bid for AIDS awareness","http://timesofindia.indiatimes.com//city/lucknow/Out-of-the-condom-box-bid-for-AIDS-awareness/articleshow/45170963.cms",2014,11
"For the record, it�s for AIDS awareness","http://timesofindia.indiatimes.com//city/lucknow/For-the-record-its-for-AIDS-awareness/articleshow/45177806.cms",2014,11
"VOW! Tech aids kids learn words","http://timesofindia.indiatimes.com//city/bengaluru/VOW-Tech-aids-kids-learn-words/articleshow/45182356.cms",2014,11
"Widex India launches its new range of hearing aids in Mumbai","http://timesofindia.indiatimes.com//entertainment/events/mumbai/Widex-India-launches-its-new-range-of-hearing-aids-in-Mumbai/articleshow/45193015.cms",2014,11
"Widex India launches its new range of hearing aids in Mumbai","http://timesofindia.indiatimes.com//city/mumbai/Widex-India-launches-its-new-range-of-hearing-aids-in-Mumbai/articleshow/45193057.cms",2014,11
"Centre in Hebbala to train HIV counsellors","http://timesofindia.indiatimes.com//city/mysuru/Centre-in-Hebbala-to-train-HIV-counsellors/articleshow/45224835.cms",2014,11
"Hospitals shoo away HIV positive accident victim","http://timesofindia.indiatimes.com//city/kolkata/Hospitals-shoo-away-HIV-positive-accident-victim/articleshow/45276740.cms",2014,11
"Chinese robotic eye ball aids combing operations","http://timesofindia.indiatimes.com//city/pune/Chinese-robotic-eye-ball-aids-combing-operations/articleshow/45278649.cms",2014,11
"Probe into HIV+ woman�s ordeal","http://timesofindia.indiatimes.com//city/kolkata/Probe-into-HIV-womans-ordeal/articleshow/45289325.cms",2014,11
"Man with HIV raped daughter for six years","http://timesofindia.indiatimes.com//city/surat/Man-with-HIV-raped-daughter-for-six-years/articleshow/45292636.cms",2014,11
"KXIP join hands with AIDS Healthcare Foundation India Cares","http://timesofindia.indiatimes.com//city/chandigarh/KXIP-join-hands-with-AIDS-Healthcare-Foundation-India-Cares/articleshow/45313591.cms",2014,11
"Positive news for Mumbai: HIV prevalence dips","http://timesofindia.indiatimes.com//city/mumbai/Positive-news-for-Mumbai-HIV-prevalence-dips/articleshow/45314516.cms",2014,11
"Week-long AIDS awareness activities planned","http://timesofindia.indiatimes.com//city/pune/Week-long-AIDS-awareness-activities-planned/articleshow/45322940.cms",2014,11
"HIV+ cases on rise in U-14 range","http://timesofindia.indiatimes.com//city/indore/HIV-cases-on-rise-in-U-14-range/articleshow/45323446.cms",2014,11
"Drop in new HIV cases in AP, Visakhapatnam","http://timesofindia.indiatimes.com//city/visakhapatnam/Drop-in-new-HIV-cases-in-AP-Visakhapatnam/articleshow/45324160.cms",2014,11
"Barbers expose customers to HIV infection","http://timesofindia.indiatimes.com//city/agra/Barbers-expose-customers-to-HIV-infection/articleshow/45327906.cms",2014,11
"On World Aids Day, a brave sister refuses to give up on her infected brother","http://timesofindia.indiatimes.com//city/dehradun/On-World-Aids-Day-a-brave-sister-refuses-to-give-up-on-her-infected-brother/articleshow/45328410.cms",2014,11
"Yes, I am HIV positive, says this crusader","http://timesofindia.indiatimes.com//city/patna/Yes-I-am-HIV-positive-says-this-crusader/articleshow/45328929.cms",2014,11
"Films that dealt with AIDS","http://timesofindia.indiatimes.com//entertainment/english/hollywood/news/Films-that-dealt-with-AIDS/articleshow/45325020.cms",2014,12
"Alicia Keys and Scarlett Johansson are dedicated AIDS activists","http://timesofindia.indiatimes.com//entertainment/english/hollywood/news/Alicia-Keys-and-Scarlett-Johansson-are-dedicated-AIDS-activists/articleshow/45325070.cms",2014,12
"New therapy to cut down HIV drug dose from 3 pills to 1","http://timesofindia.indiatimes.com//city/lucknow/New-therapy-to-cut-down-HIV-drug-dose-from-3-pills-to-1/articleshow/45329382.cms",2014,12
"Medicines, test kit scarcity hits HIV therapy","http://timesofindia.indiatimes.com//india/Medicines-test-kit-scarcity-hits-HIV-therapy/articleshow/45329607.cms",2014,12
"30% percent HIV patients in Goa are non-Goans: GSACS","http://timesofindia.indiatimes.com//city/goa/30-percent-HIV-patients-in-Goa-are-non-Goans-GSACS/articleshow/45329217.cms",2014,12
"Four states in south make up 50% of HIV cases","http://timesofindia.indiatimes.com//india/Four-states-in-south-make-up-50-of-HIV-cases/articleshow/45329796.cms",2014,12
